id,username,profile_image_url,following,followed_by
2687785365,ccristina99,https://pbs.twimg.com/profile_images/1119730801439125506/nHM9CPbm_400x400.jpg,552,gabrielfilipe7
4822660114,paulamirand_,https://pbs.twimg.com/profile_images/1136637620426039296/tSNcON9E_400x400.jpg,391,gabrielfilipe7
563839658,gabigguti,https://pbs.twimg.com/profile_images/1130933095413239808/Q92OjaB6_400x400.jpg,481,gabrielfilipe7
67150902,correio,https://pbs.twimg.com/profile_images/1047175553655164929/dwPetf_K_400x400.jpg,51,gabrielfilipe7
141024076,Gustavovs_00,https://pbs.twimg.com/profile_images/1137883366773141504/FoYoJDvZ_400x400.jpg,550,gabrielfilipe7
55968048,iza_butrago,https://pbs.twimg.com/profile_images/1137889484677222401/QyQRLj51_400x400.jpg,248,gabrielfilipe7
562931066,bial0pess,https://pbs.twimg.com/profile_images/1135607176779698182/ihdFvU9b_400x400.jpg,1001,gabrielfilipe7
312047723,nandalmvieira,https://pbs.twimg.com/profile_images/1102987817129529345/xitNxmm9_400x400.jpg,731,gabrielfilipe7
1013382271,TaynaF1,https://pbs.twimg.com/profile_images/1088441967954952194/Qso7lyNB_400x400.jpg,182,gabrielfilipe7
961310870637858816,bruna44444,https://pbs.twimg.com/profile_images/1139759974056386562/iXnaXrB7_400x400.jpg,425,gabrielfilipe7
457744574,marocasalves,https://pbs.twimg.com/profile_images/787102819417518080/GfvKLqiG_400x400.jpg,151,gabrielfilipe7
180956876,GuilLacerda,https://pbs.twimg.com/profile_images/1080259913568448514/WiqdQ1c2_400x400.jpg,139,gabrielfilipe7
2988326715,maripgpg,https://pbs.twimg.com/profile_images/1128967279817973761/zqmhr2k__400x400.jpg,380,gabrielfilipe7
1372552416,AURORAmusic,https://pbs.twimg.com/profile_images/1126752029823520768/mZrflK0S_400x400.png,426,gabrielfilipe7
1284626924,pgiovanas,https://pbs.twimg.com/profile_images/1136439227216945153/arsHWsf9_400x400.jpg,198,gabrielfilipe7
68448143,laira_lacerda,https://pbs.twimg.com/profile_images/1123312047540903936/ocQ76cEc_400x400.jpg,509,gabrielfilipe7
3199696371,PortalAURORAbr,https://pbs.twimg.com/profile_images/1137149412063490050/T4q_37gz_400x400.png,101,gabrielfilipe7
28465635,paramorebrasil,https://pbs.twimg.com/profile_images/1016848705796870144/we5sXg6a_400x400.jpg,311,gabrielfilipe7
195463549,PollySamson,https://pbs.twimg.com/profile_images/551540793467363328/ezBK1cpq_400x400.jpeg,758,gabrielfilipe7
1184294473,VitriaNeres,https://pbs.twimg.com/profile_images/990072333338628097/0VBwb18u_400x400.jpg,212,gabrielfilipe7
325833810,carolgregorioss,https://pbs.twimg.com/profile_images/1137915993831948294/TLD8TIdX_400x400.jpg,315,gabrielfilipe7
234027333,lectyccia,https://pbs.twimg.com/profile_images/686400758506479617/ZDWovRys_400x400.jpg,124,gabrielfilipe7
634066317,Mari__Goulart,https://pbs.twimg.com/profile_images/820124090413543425/iS7X45CO_400x400.jpg,279,gabrielfilipe7
1423223401,anacecilialbu,https://pbs.twimg.com/profile_images/427459625521528832/MaW92hDg_400x400.jpeg,81,gabrielfilipe7
62662823,VinixKappler,https://pbs.twimg.com/profile_images/891673198294597634/xdqSEuBf_400x400.jpg,1993,gabrielfilipe7
262425183,amand0ca_,https://pbs.twimg.com/profile_images/1141068854539575296/nmBqrepE_400x400.jpg,734,gabrielfilipe7
620568173,Mairagoncalvess,https://pbs.twimg.com/profile_images/667434182482780160/90JEyjLE_400x400.jpg,249,gabrielfilipe7
18863815,coldplay,https://pbs.twimg.com/profile_images/1064879009434079232/yBG-G942_400x400.jpg,1488,gabrielfilipe7
